1.0 0.0 
0.0 688.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
1.0 0.0 
0.0 688.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
1.0 0.0 
0.0 688.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
0.0 688.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
