1.0 0.0 
0.0 679.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
