1.0 0.0 
0.0 689.0 
0.0 689.0 
1.0 0.0 
0.0 689.0 
1.0 0.0 
0.0 689.0 
1.0 0.0 
0.0 689.0 
1.0 0.0 
0.0 689.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
1.0 0.0 
